CustID,Premium,Model_Year,Owner_Type,Road side addon,No Claim bonus discount,Electric add on rate,Company,Car Type,RTO,CNGkit,Paymentmode,Total IDV,Seats,Acquisition Channel
24339,"29,910",2012,1,0,"1,522",429,Honda,HatchBack,Pen,0,UPI,"588,566",6,In Direct
24340,"33,107",2000,1,0,"1,595",593,Mahindra,HatchBack,Mumbai,1,Net Banking,"647,522",7,In Direct
24341,"27,795",2007,2,0,"1,305",493,Mahindra,HatchBack,Thane,1,Net Banking,"617,552",5,In Direct
24342,"28,599",2017,1,1,"1,496",583,Honda,HatchBack,Navi Mumbai,0,Credit Card,"792,809",7,In Direct
24343,"26,726",2001,2,1,"1,375",513,Mahindra,HatchBack,Navi Mumbai,0,Credit Card,"759,621",5,Direct
24344,"31,172",2017,2,0,"1,590",523,Maruti,HatchBack,Navi Mumbai,0,Net Banking,"822,984",7,Direct
24345,"25,232",2004,2,1,"1,483",476,Honda,Sedan,Mumbai,0,Digital Wallet,"772,004",7,In Direct
24346,"28,383",2012,2,0,"1,273",496,Honda,Sedan,Thane,1,Credit Card,"769,798",7,Direct
24347,"30,754",2009,2,1,"1,580",339,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"616,636",5,In Direct
24348,"28,967",2014,1,0,"1,560",589,Mahindra,Sedan,Navi Mumbai,1,Net Banking,"723,668",6,In Direct
24349,"34,561",2007,2,1,"1,403",331,Mahindra,Sedan,Thane,1,Net Banking,"823,327",8,In Direct
24350,"30,034",2011,1,1,"1,556",337,Maruti,HatchBack,Mumbai,0,UPI,"731,920",8,Direct
24351,"31,223",2013,2,0,"1,344",505,Hyundai,Sedan,Thane,1,Credit Card,"760,657",5,Direct
24352,"31,236",2006,2,0,"1,504",398,Hyundai,Sedan,Pen,1,Digital Wallet,"574,703",5,Direct
24353,"30,693",2009,2,0,"1,280",381,Mahindra,Sedan,Thane,0,Credit Card,"582,584",5,In Direct
24354,"34,895",2015,1,1,"1,271",396,Maruti,Sedan,Mumbai,0,UPI,"591,303",8,In Direct
24355,"30,287",2017,1,0,"1,503",403,Honda,Sedan,Navi Mumbai,0,Net Banking,"624,088",8,Direct
24356,"27,525",2007,1,0,"1,530",414,Honda,Sedan,Navi Mumbai,1,Digital Wallet,"798,143",5,Direct
24357,"26,142",2015,2,0,"1,281",375,Hyundai,HatchBack,Pen,0,UPI,"772,319",7,Direct
24358,"25,104",2010,2,0,"1,245",501,Hyundai,HatchBack,Thane,1,Credit Card,"847,165",5,In Direct
24359,"31,217",2013,2,0,"1,442",545,Maruti,HatchBack,Navi Mumbai,0,Digital Wallet,"634,160",5,In Direct
24360,"32,559",2017,2,1,"1,406",456,Honda,HatchBack,Mumbai,1,Net Banking,"588,471",6,In Direct
24361,"33,481",2006,1,0,"1,303",467,Mahindra,Sedan,Mumbai,1,Net Banking,"601,542",5,In Direct
24362,"31,606",2011,1,0,"1,361",355,Hyundai,Sedan,Pen,0,Digital Wallet,"846,949",5,Direct
24363,"28,856",2006,1,1,"1,251",568,Honda,HatchBack,Thane,1,Digital Wallet,"680,895",7,Direct
24364,"32,213",2000,2,0,"1,385",530,Hyundai,Sedan,Mumbai,1,Credit Card,"752,567",6,In Direct
24365,"34,654",2008,2,1,"1,284",420,Honda,HatchBack,Pen,1,Credit Card,"754,095",8,Direct
24366,"33,690",2012,1,1,"1,519",459,Mahindra,Sedan,Pen,1,Credit Card,"712,482",6,Direct
24367,"26,038",2011,1,0,"1,575",348,Honda,Sedan,Pen,0,Net Banking,"661,542",5,Direct
24368,"34,370",2017,2,1,"1,594",532,Mahindra,Sedan,Mumbai,0,Digital Wallet,"790,698",5,In Direct
24369,"29,757",2010,2,1,"1,524",503,Maruti,Sedan,Navi Mumbai,0,UPI,"676,688",7,Direct
24370,"25,801",2014,1,1,"1,372",541,Maruti,HatchBack,Thane,0,Net Banking,"655,439",7,In Direct
24371,"34,056",2004,1,1,"1,294",450,Hyundai,Sedan,Mumbai,0,Net Banking,"747,207",5,Direct
24372,"34,239",2014,2,1,"1,419",342,Maruti,HatchBack,Thane,1,UPI,"756,436",5,Direct
24373,"26,054",2002,2,1,"1,233",406,Hyundai,HatchBack,Thane,1,Net Banking,"803,690",7,Direct
24374,"28,056",2013,1,1,"1,410",305,Hyundai,Sedan,Mumbai,1,Net Banking,"644,128",5,In Direct
24375,"25,937",2017,2,0,"1,327",502,Honda,HatchBack,Mumbai,1,Credit Card,"638,625",6,In Direct
24376,"33,190",2012,2,0,"1,451",399,Maruti,HatchBack,Thane,1,Credit Card,"768,701",6,Direct
24377,"29,860",2012,2,1,"1,425",351,Mahindra,Sedan,Pen,1,Credit Card,"746,772",7,In Direct
24378,"26,366",2011,1,1,"1,373",530,Mahindra,HatchBack,Mumbai,0,Digital Wallet,"835,058",8,Direct
24379,"28,570",2018,2,0,"1,263",337,Mahindra,Sedan,Thane,1,Digital Wallet,"668,412",5,In Direct
24380,"26,136",2011,1,1,"1,500",395,Mahindra,Sedan,Pen,0,Digital Wallet,"557,541",8,In Direct
24381,"29,624",2013,1,1,"1,559",328,Mahindra,Sedan,Thane,1,Digital Wallet,"611,536",7,Direct
24382,"33,645",2003,1,1,"1,576",397,Mahindra,HatchBack,Thane,1,Digital Wallet,"666,319",6,Direct
24383,"29,343",2004,1,1,"1,391",465,Mahindra,HatchBack,Pen,1,Net Banking,"812,860",8,In Direct
24384,"33,050",2017,2,0,"1,303",513,Mahindra,Sedan,Navi Mumbai,1,Credit Card,"822,106",5,In Direct
24385,"25,951",2012,1,1,"1,275",554,Honda,Sedan,Pen,0,Digital Wallet,"636,776",6,In Direct
24386,"25,861",2011,1,0,"1,396",446,Mahindra,HatchBack,Navi Mumbai,0,UPI,"772,054",6,Direct
24387,"32,721",2006,2,1,"1,454",471,Mahindra,HatchBack,Pen,1,Digital Wallet,"623,958",8,Direct
24388,"30,677",2006,1,1,"1,364",515,Maruti,HatchBack,Navi Mumbai,1,Credit Card,"807,632",8,Direct
24389,"29,160",2012,2,0,"1,340",488,Maruti,HatchBack,Pen,1,Net Banking,"738,614",6,In Direct
24390,"26,907",2001,2,0,"1,356",335,Honda,Sedan,Thane,1,Net Banking,"642,992",7,In Direct
24391,"30,213",2004,1,1,"1,555",395,Honda,Sedan,Pen,1,Digital Wallet,"829,522",7,Direct
24392,"32,233",2011,2,0,"1,571",413,Maruti,HatchBack,Mumbai,0,Credit Card,"720,278",7,Direct
24393,"25,205",2014,1,0,"1,408",353,Maruti,HatchBack,Pen,1,UPI,"735,023",7,Direct
24394,"34,078",2016,2,1,"1,417",495,Maruti,HatchBack,Thane,1,UPI,"600,393",7,In Direct
24395,"33,508",2017,2,0,"1,289",536,Hyundai,HatchBack,Navi Mumbai,0,UPI,"764,826",6,Direct
24396,"33,729",2001,2,1,"1,357",407,Hyundai,HatchBack,Mumbai,0,Net Banking,"819,083",6,Direct
24397,"30,993",2014,1,0,"1,426",429,Hyundai,Sedan,Thane,0,UPI,"596,830",5,In Direct
24398,"28,978",2015,2,0,"1,444",381,Maruti,Sedan,Thane,0,Credit Card,"711,377",8,Direct
24399,"34,834",2019,2,0,"1,553",581,Maruti,HatchBack,Navi Mumbai,1,UPI,"572,295",5,In Direct
24400,"33,832",2000,2,1,"1,390",529,Honda,HatchBack,Pen,0,Credit Card,"638,639",7,In Direct
24401,"32,528",2008,2,1,"1,410",413,Hyundai,Sedan,Thane,1,Credit Card,"634,926",5,In Direct
24402,"28,096",2016,1,0,"1,308",600,Maruti,Sedan,Thane,1,Net Banking,"827,112",6,In Direct
24403,"33,003",2013,1,0,"1,261",467,Honda,HatchBack,Thane,0,Credit Card,"756,791",7,Direct
24404,"26,827",2002,1,0,"1,477",437,Honda,Sedan,Thane,0,Credit Card,"710,976",6,Direct
24405,"29,422",2002,2,1,"1,554",588,Honda,Sedan,Navi Mumbai,0,Credit Card,"681,184",8,In Direct
24406,"28,763",2011,1,0,"1,243",459,Hyundai,HatchBack,Thane,0,Digital Wallet,"775,341",7,Direct
24407,"31,393",2014,2,1,"1,424",422,Hyundai,Sedan,Mumbai,1,Net Banking,"586,232",6,Direct
24408,"29,405",2006,2,0,"1,276",327,Hyundai,HatchBack,Thane,0,Net Banking,"810,693",7,Direct
24409,"28,243",2005,1,1,"1,461",543,Mahindra,HatchBack,Pen,1,Credit Card,"764,170",5,In Direct
24410,"31,356",2019,2,0,"1,515",317,Mahindra,HatchBack,Mumbai,0,Net Banking,"620,351",8,In Direct
24411,"28,097",2006,2,0,"1,334",534,Hyundai,HatchBack,Pen,0,UPI,"752,971",6,In Direct
24412,"31,518",2015,1,0,"1,584",321,Maruti,HatchBack,Navi Mumbai,1,Digital Wallet,"637,798",7,Direct
24413,"28,738",2006,1,0,"1,293",543,Maruti,HatchBack,Thane,0,Digital Wallet,"552,128",6,In Direct
24414,"28,641",2009,1,1,"1,218",409,Mahindra,HatchBack,Navi Mumbai,1,Net Banking,"671,432",7,Direct
24415,"32,308",2011,1,0,"1,379",494,Mahindra,HatchBack,Pen,0,UPI,"575,089",8,In Direct
24416,"34,086",2009,1,0,"1,362",502,Hyundai,HatchBack,Thane,1,UPI,"653,528",7,In Direct
24417,"29,854",2018,1,0,"1,257",466,Honda,HatchBack,Pen,0,UPI,"640,872",7,Direct
24418,"28,197",2017,1,1,"1,262",398,Maruti,Sedan,Pen,0,Digital Wallet,"677,026",6,In Direct
24419,"33,194",2013,1,0,"1,336",564,Hyundai,HatchBack,Navi Mumbai,0,UPI,"849,472",5,Direct
24420,"27,177",2013,2,1,"1,270",379,Maruti,HatchBack,Navi Mumbai,0,UPI,"764,187",6,Direct
24421,"27,079",2009,1,1,"1,254",379,Hyundai,Sedan,Navi Mumbai,1,Net Banking,"824,225",7,Direct
24422,"27,051",2019,2,0,"1,578",584,Honda,HatchBack,Pen,0,UPI,"750,611",7,In Direct
24423,"29,048",2002,2,1,"1,487",517,Mahindra,Sedan,Pen,1,Digital Wallet,"592,857",7,Direct
24424,"28,630",2016,1,0,"1,498",306,Hyundai,HatchBack,Thane,0,Digital Wallet,"555,419",6,Direct
24425,"32,869",2017,2,0,"1,484",353,Mahindra,Sedan,Pen,1,Net Banking,"803,610",6,In Direct
24426,"29,980",2004,1,1,"1,279",335,Hyundai,Sedan,Pen,0,UPI,"697,912",8,In Direct
24427,"31,471",2009,1,0,"1,208",515,Honda,HatchBack,Mumbai,0,Net Banking,"778,212",5,In Direct
24428,"30,014",2007,1,1,"1,442",494,Maruti,HatchBack,Mumbai,0,Digital Wallet,"682,307",6,In Direct
24429,"28,968",2007,2,0,"1,433",472,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"593,893",5,In Direct
24430,"30,541",2001,2,0,"1,366",520,Hyundai,Sedan,Navi Mumbai,0,Digital Wallet,"603,619",8,In Direct
24431,"33,709",2008,1,1,"1,344",320,Mahindra,HatchBack,Navi Mumbai,0,UPI,"818,780",7,In Direct
24432,"34,741",2009,2,1,"1,395",586,Hyundai,HatchBack,Thane,1,UPI,"764,861",5,Direct
24433,"27,068",2016,2,0,"1,242",577,Honda,Sedan,Mumbai,1,Credit Card,"622,758",6,Direct
24434,"28,168",2007,2,1,"1,385",401,Maruti,HatchBack,Navi Mumbai,1,Credit Card,"689,979",8,Direct
24435,"30,805",2019,2,0,"1,257",407,Maruti,HatchBack,Thane,1,UPI,"595,943",7,In Direct
24436,"33,947",2002,1,0,"1,207",567,Mahindra,HatchBack,Mumbai,0,UPI,"552,366",8,In Direct
24437,"34,759",2003,2,1,"1,238",507,Mahindra,Sedan,Pen,0,Credit Card,"644,626",5,In Direct
24438,"25,054",2004,2,1,"1,456",445,Maruti,Sedan,Pen,0,Credit Card,"618,132",6,In Direct
24439,"33,909",2009,2,1,"1,304",405,Hyundai,HatchBack,Navi Mumbai,0,Net Banking,"566,304",7,Direct
24440,"27,474",2001,1,1,"1,405",362,Honda,HatchBack,Thane,0,Digital Wallet,"779,045",8,Direct
24441,"30,754",2009,1,1,"1,445",578,Maruti,Sedan,Mumbai,0,Credit Card,"765,886",8,In Direct
24442,"34,672",2018,1,0,"1,393",495,Maruti,Sedan,Thane,1,UPI,"785,078",8,In Direct
24443,"30,836",2015,1,0,"1,567",374,Maruti,Sedan,Navi Mumbai,1,Credit Card,"660,394",5,In Direct
24444,"26,186",2006,2,1,"1,455",493,Maruti,Sedan,Thane,0,Credit Card,"831,816",8,Direct
24445,"28,145",2011,2,1,"1,377",333,Honda,Sedan,Thane,0,UPI,"621,191",5,Direct
24446,"27,562",2000,1,0,"1,201",321,Honda,HatchBack,Navi Mumbai,1,Credit Card,"698,300",7,Direct
24447,"25,762",2007,1,1,"1,304",581,Honda,HatchBack,Thane,0,Digital Wallet,"742,619",8,In Direct
24448,"30,772",2009,1,1,"1,325",313,Hyundai,Sedan,Thane,1,Credit Card,"805,775",8,In Direct
24449,"29,235",2015,2,0,"1,377",564,Hyundai,Sedan,Navi Mumbai,0,Credit Card,"733,754",8,In Direct
24450,"27,924",2006,2,1,"1,510",550,Maruti,Sedan,Pen,1,Net Banking,"708,807",8,In Direct
24451,"26,576",2016,1,1,"1,500",528,Maruti,Sedan,Thane,0,Digital Wallet,"661,923",5,In Direct
24452,"29,026",2010,2,0,"1,216",456,Mahindra,Sedan,Thane,0,Credit Card,"607,362",7,In Direct
24453,"28,241",2005,2,0,"1,328",478,Hyundai,Sedan,Thane,1,Net Banking,"633,981",5,In Direct
24454,"30,377",2004,1,0,"1,243",454,Maruti,HatchBack,Thane,0,Credit Card,"665,045",6,Direct
24455,"26,544",2005,1,0,"1,455",588,Mahindra,HatchBack,Navi Mumbai,0,Credit Card,"579,438",5,In Direct
24456,"25,461",2015,2,1,"1,501",468,Honda,Sedan,Mumbai,1,Digital Wallet,"746,279",7,In Direct
24457,"34,826",2017,1,1,"1,470",312,Honda,Sedan,Thane,1,Net Banking,"669,653",6,In Direct
24458,"33,926",2016,1,0,"1,275",348,Honda,HatchBack,Navi Mumbai,0,Digital Wallet,"798,223",5,In Direct
24459,"28,095",2010,1,0,"1,202",351,Mahindra,Sedan,Mumbai,0,Credit Card,"775,984",8,In Direct
24460,"33,393",2007,1,1,"1,437",501,Hyundai,HatchBack,Thane,0,Net Banking,"798,735",8,In Direct
24461,"33,331",2012,2,0,"1,227",579,Maruti,Sedan,Pen,1,UPI,"728,326",5,In Direct
24462,"27,502",2001,1,0,"1,364",302,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"785,745",8,In Direct
24463,"33,648",2006,1,1,"1,431",379,Maruti,HatchBack,Mumbai,0,Net Banking,"650,924",7,Direct
24464,"32,282",2000,1,0,"1,406",522,Mahindra,HatchBack,Thane,1,Digital Wallet,"681,015",5,In Direct
24465,"27,049",2010,1,1,"1,301",361,Honda,Sedan,Mumbai,1,Digital Wallet,"607,432",6,Direct
24466,"32,766",2006,2,1,"1,307",539,Honda,Sedan,Mumbai,1,Credit Card,"650,470",7,Direct
24467,"26,185",2007,2,0,"1,308",489,Hyundai,HatchBack,Mumbai,1,Digital Wallet,"734,219",5,In Direct
24468,"31,329",2014,1,1,"1,561",300,Honda,Sedan,Thane,1,Digital Wallet,"687,761",7,Direct
24469,"27,956",2008,2,0,"1,323",448,Hyundai,HatchBack,Navi Mumbai,1,Net Banking,"804,832",6,In Direct
24470,"28,797",2009,2,0,"1,359",416,Maruti,Sedan,Thane,0,Digital Wallet,"741,257",5,In Direct
24471,"26,292",2005,1,0,"1,464",362,Mahindra,HatchBack,Mumbai,0,Net Banking,"829,604",8,In Direct
24472,"29,501",2008,1,1,"1,568",505,Maruti,HatchBack,Navi Mumbai,1,Credit Card,"791,230",7,Direct
24473,"30,515",2017,1,1,"1,598",525,Mahindra,HatchBack,Mumbai,1,Digital Wallet,"624,819",5,Direct
24474,"25,222",2018,2,1,"1,536",351,Maruti,Sedan,Navi Mumbai,0,Net Banking,"660,107",7,Direct
24475,"28,061",2014,2,0,"1,405",335,Hyundai,Sedan,Pen,0,Net Banking,"688,196",5,Direct
24476,"32,269",2004,2,0,"1,282",376,Maruti,Sedan,Pen,0,Credit Card,"578,252",5,Direct
24477,"30,198",2010,2,0,"1,375",386,Honda,Sedan,Navi Mumbai,0,UPI,"563,193",5,In Direct
24478,"25,008",2019,2,0,"1,217",550,Hyundai,HatchBack,Pen,1,UPI,"593,078",8,In Direct
24479,"29,174",2000,2,0,"1,585",565,Maruti,HatchBack,Thane,1,Digital Wallet,"833,179",7,Direct
24480,"25,481",2007,2,0,"1,348",404,Hyundai,Sedan,Mumbai,1,UPI,"605,680",5,In Direct
24481,"34,436",2006,1,0,"1,331",500,Honda,HatchBack,Navi Mumbai,1,Credit Card,"761,723",7,Direct
24482,"25,710",2012,1,1,"1,281",357,Maruti,Sedan,Mumbai,1,Net Banking,"725,693",7,Direct
24483,"26,389",2005,1,0,"1,271",491,Hyundai,Sedan,Navi Mumbai,0,UPI,"559,975",8,In Direct
24484,"26,882",2018,1,1,"1,497",561,Hyundai,Sedan,Pen,0,Credit Card,"714,531",6,Direct
24485,"30,559",2018,2,0,"1,351",410,Maruti,HatchBack,Navi Mumbai,0,Net Banking,"565,533",6,In Direct
24486,"31,529",2001,1,1,"1,357",544,Hyundai,Sedan,Pen,0,UPI,"623,391",7,Direct
24487,"29,677",2006,1,1,"1,395",334,Honda,Sedan,Navi Mumbai,1,UPI,"618,554",7,Direct
24488,"30,951",2012,1,0,"1,598",409,Mahindra,Sedan,Navi Mumbai,0,Credit Card,"637,120",7,In Direct
24489,"31,022",2019,2,1,"1,484",396,Hyundai,HatchBack,Mumbai,0,Net Banking,"579,767",8,Direct
24490,"34,330",2015,1,0,"1,242",361,Hyundai,Sedan,Thane,0,Net Banking,"790,545",6,In Direct
24491,"29,095",2006,1,0,"1,577",396,Maruti,HatchBack,Pen,1,Digital Wallet,"824,680",8,Direct
24492,"26,532",2015,1,0,"1,455",452,Maruti,HatchBack,Mumbai,1,Credit Card,"702,426",7,Direct
24493,"34,457",2005,1,1,"1,230",335,Maruti,Sedan,Mumbai,0,Net Banking,"841,008",5,Direct
24494,"34,897",2005,1,0,"1,428",573,Maruti,Sedan,Pen,1,UPI,"688,623",7,Direct
24495,"32,833",2002,1,1,"1,411",592,Honda,Sedan,Mumbai,1,Digital Wallet,"755,623",5,In Direct
24496,"31,443",2000,1,1,"1,257",575,Honda,HatchBack,Navi Mumbai,0,Digital Wallet,"634,310",6,In Direct
24497,"33,060",2019,2,1,"1,379",570,Maruti,HatchBack,Mumbai,1,Net Banking,"561,865",7,Direct
24498,"32,489",2013,1,0,"1,413",354,Honda,HatchBack,Mumbai,0,UPI,"814,476",6,In Direct
24499,"32,608",2008,1,1,"1,564",343,Honda,HatchBack,Thane,1,Digital Wallet,"711,571",6,In Direct
24500,"30,363",2002,2,0,"1,292",330,Honda,HatchBack,Mumbai,1,UPI,"731,149",8,In Direct
24501,"33,459",2018,1,1,"1,362",380,Maruti,HatchBack,Pen,1,UPI,"728,343",7,Direct
24502,"33,116",2017,1,1,"1,238",418,Mahindra,HatchBack,Navi Mumbai,1,Net Banking,"649,383",8,In Direct
24503,"31,163",2003,1,0,"1,336",576,Mahindra,Sedan,Mumbai,1,Digital Wallet,"687,106",5,Direct
24504,"30,684",2018,2,0,"1,327",305,Maruti,Sedan,Navi Mumbai,1,Net Banking,"564,999",8,In Direct
24505,"29,380",2003,2,0,"1,299",538,Hyundai,HatchBack,Pen,0,Credit Card,"753,587",8,Direct
24506,"28,018",2002,2,0,"1,422",412,Maruti,Sedan,Navi Mumbai,1,UPI,"680,003",8,In Direct
24507,"26,469",2002,1,1,"1,297",468,Honda,Sedan,Navi Mumbai,1,Digital Wallet,"589,202",7,In Direct
24508,"30,244",2014,2,1,"1,552",562,Honda,HatchBack,Navi Mumbai,0,Credit Card,"639,578",6,Direct
24509,"33,785",2019,2,1,"1,214",590,Hyundai,Sedan,Mumbai,1,Net Banking,"674,035",8,Direct
24510,"31,599",2000,1,1,"1,487",577,Maruti,Sedan,Pen,0,Credit Card,"752,968",8,In Direct
24511,"25,302",2014,2,0,"1,402",466,Hyundai,Sedan,Navi Mumbai,0,UPI,"831,132",5,In Direct
24512,"28,498",2007,1,1,"1,591",559,Mahindra,HatchBack,Mumbai,1,Net Banking,"822,821",5,Direct
24513,"31,615",2007,1,0,"1,539",392,Honda,HatchBack,Pen,1,Net Banking,"619,143",7,In Direct
24514,"31,726",2019,2,1,"1,363",512,Hyundai,Sedan,Mumbai,0,Net Banking,"663,742",6,In Direct
24515,"28,308",2002,1,1,"1,575",337,Maruti,Sedan,Thane,1,Digital Wallet,"819,064",8,In Direct
24516,"33,626",2001,2,1,"1,211",483,Honda,HatchBack,Mumbai,1,Net Banking,"795,693",8,Direct
24517,"25,755",2001,2,1,"1,340",479,Maruti,Sedan,Navi Mumbai,1,Digital Wallet,"827,560",6,In Direct
24518,"27,145",2015,1,1,"1,566",468,Maruti,HatchBack,Mumbai,0,Credit Card,"579,314",5,In Direct
24519,"28,932",2000,1,1,"1,429",566,Hyundai,Sedan,Pen,0,Net Banking,"796,174",8,Direct
24520,"34,838",2014,1,0,"1,468",401,Hyundai,Sedan,Thane,0,Net Banking,"779,169",7,Direct
24521,"34,419",2008,2,0,"1,274",378,Mahindra,HatchBack,Pen,0,Net Banking,"766,983",8,Direct
24522,"28,622",2001,1,0,"1,346",455,Hyundai,HatchBack,Navi Mumbai,1,UPI,"703,586",8,Direct
24523,"28,250",2002,2,0,"1,505",437,Mahindra,Sedan,Thane,1,UPI,"759,402",5,In Direct
24524,"27,042",2001,1,1,"1,402",452,Mahindra,Sedan,Navi Mumbai,1,UPI,"644,546",5,In Direct
24525,"28,148",2008,2,0,"1,309",336,Honda,HatchBack,Thane,1,Digital Wallet,"666,595",8,Direct
24526,"31,424",2015,2,0,"1,426",396,Maruti,HatchBack,Mumbai,0,Credit Card,"823,934",6,Direct
24527,"28,026",2007,2,1,"1,569",345,Hyundai,HatchBack,Mumbai,0,Credit Card,"657,812",6,Direct
24528,"29,818",2006,2,0,"1,228",302,Mahindra,Sedan,Thane,0,Net Banking,"774,385",5,In Direct
24529,"29,316",2006,1,1,"1,480",365,Mahindra,Sedan,Pen,0,Digital Wallet,"605,096",7,In Direct
24530,"34,763",2006,1,0,"1,234",527,Maruti,Sedan,Thane,0,Digital Wallet,"761,372",6,In Direct
24531,"28,135",2001,1,0,"1,468",469,Hyundai,Sedan,Pen,0,Net Banking,"648,424",7,Direct
24532,"29,430",2004,2,0,"1,303",442,Honda,Sedan,Mumbai,1,Digital Wallet,"781,616",6,In Direct
24533,"25,273",2009,2,1,"1,241",416,Mahindra,HatchBack,Thane,0,Credit Card,"846,240",7,In Direct
24534,"29,401",2006,2,1,"1,397",402,Mahindra,Sedan,Thane,1,Credit Card,"804,778",7,In Direct
24535,"31,315",2004,2,1,"1,560",419,Honda,Sedan,Mumbai,1,Credit Card,"791,948",8,In Direct
24536,"31,373",2014,1,1,"1,368",304,Hyundai,HatchBack,Navi Mumbai,1,Credit Card,"735,752",6,In Direct
24537,"25,673",2014,1,0,"1,281",313,Honda,Sedan,Mumbai,1,Credit Card,"705,533",5,Direct
24538,"31,946",2015,2,0,"1,514",544,Honda,HatchBack,Thane,1,Credit Card,"736,870",7,Direct
24539,"33,771",2006,2,0,"1,255",301,Hyundai,HatchBack,Mumbai,1,Digital Wallet,"837,961",5,Direct
24540,"32,446",2013,1,1,"1,290",582,Maruti,Sedan,Mumbai,1,Net Banking,"617,841",6,Direct
24541,"32,602",2015,1,1,"1,260",387,Mahindra,Sedan,Navi Mumbai,1,Credit Card,"688,736",7,In Direct
24542,"34,181",2014,1,0,"1,538",493,Honda,Sedan,Thane,1,UPI,"765,570",5,In Direct
24543,"29,806",2013,1,1,"1,490",315,Honda,Sedan,Mumbai,1,UPI,"746,903",5,In Direct
24544,"33,580",2015,2,0,"1,317",444,Hyundai,HatchBack,Navi Mumbai,1,Net Banking,"573,087",6,Direct
24545,"27,304",2015,1,1,"1,253",383,Honda,Sedan,Navi Mumbai,0,UPI,"640,157",5,Direct
24546,"26,443",2007,1,1,"1,326",474,Hyundai,HatchBack,Navi Mumbai,0,UPI,"572,722",7,In Direct
24547,"25,888",2001,1,0,"1,243",498,Honda,Sedan,Navi Mumbai,0,Net Banking,"603,022",7,Direct
24548,"29,593",2015,1,0,"1,437",312,Hyundai,HatchBack,Mumbai,1,Net Banking,"572,058",6,Direct
24549,"29,957",2001,1,0,"1,424",586,Maruti,HatchBack,Mumbai,1,Credit Card,"849,574",8,In Direct
24550,"29,153",2015,1,1,"1,598",429,Honda,HatchBack,Navi Mumbai,0,Credit Card,"770,739",5,In Direct
24551,"25,792",2009,2,1,"1,513",484,Hyundai,HatchBack,Thane,1,Credit Card,"608,126",8,In Direct
24552,"25,047",2016,2,1,"1,428",517,Honda,Sedan,Thane,1,UPI,"725,443",5,Direct
24553,"26,432",2016,2,1,"1,311",458,Honda,Sedan,Thane,0,UPI,"768,721",8,In Direct
24554,"26,267",2004,2,0,"1,388",532,Honda,HatchBack,Thane,1,Digital Wallet,"580,153",5,Direct
24555,"26,823",2005,2,0,"1,586",380,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"746,391",5,Direct
24556,"27,299",2015,2,0,"1,575",536,Hyundai,Sedan,Pen,1,UPI,"681,488",7,In Direct
24557,"29,115",2005,1,0,"1,393",353,Mahindra,HatchBack,Mumbai,1,UPI,"795,272",6,In Direct
24558,"34,067",2011,1,1,"1,254",358,Hyundai,Sedan,Thane,1,Digital Wallet,"798,591",5,In Direct
24559,"33,015",2007,1,1,"1,223",449,Hyundai,Sedan,Thane,1,UPI,"749,385",5,Direct
24560,"25,701",2014,2,0,"1,466",342,Mahindra,HatchBack,Navi Mumbai,0,Net Banking,"724,903",5,In Direct
24561,"33,625",2005,1,0,"1,519",334,Maruti,Sedan,Pen,0,UPI,"704,248",7,In Direct
24562,"31,029",2001,1,1,"1,427",316,Mahindra,HatchBack,Thane,1,Credit Card,"718,463",7,Direct
24563,"25,122",2002,1,1,"1,408",302,Mahindra,Sedan,Navi Mumbai,0,Net Banking,"713,129",7,In Direct
24564,"26,534",2011,2,1,"1,561",493,Honda,HatchBack,Thane,1,Net Banking,"738,416",5,In Direct
24565,"26,370",2014,2,0,"1,378",345,Hyundai,HatchBack,Navi Mumbai,1,Digital Wallet,"645,194",5,Direct
24566,"28,008",2003,2,1,"1,298",574,Maruti,Sedan,Pen,1,Digital Wallet,"697,097",7,In Direct
24567,"33,326",2003,1,1,"1,557",348,Maruti,HatchBack,Mumbai,0,Credit Card,"586,726",8,In Direct
24568,"25,653",2006,2,1,"1,388",490,Honda,Sedan,Mumbai,0,Digital Wallet,"588,992",7,Direct
24569,"28,472",2017,1,1,"1,481",520,Honda,HatchBack,Thane,0,Digital Wallet,"612,927",7,Direct
24570,"29,150",2009,2,1,"1,527",445,Honda,HatchBack,Mumbai,0,Net Banking,"635,218",8,Direct
24571,"26,289",2014,2,1,"1,325",365,Maruti,HatchBack,Mumbai,1,Digital Wallet,"696,848",7,In Direct
24572,"30,336",2016,1,0,"1,308",386,Mahindra,HatchBack,Pen,1,Credit Card,"760,868",6,Direct
24573,"31,783",2011,2,1,"1,560",503,Hyundai,Sedan,Thane,0,Digital Wallet,"624,185",7,Direct
24574,"28,016",2003,1,0,"1,416",317,Maruti,Sedan,Mumbai,1,Digital Wallet,"738,985",5,Direct
24575,"28,924",2006,2,0,"1,402",574,Hyundai,Sedan,Thane,1,UPI,"573,711",6,Direct
24576,"34,259",2005,1,1,"1,263",559,Honda,HatchBack,Thane,1,Digital Wallet,"710,303",8,In Direct
24577,"31,615",2013,2,1,"1,366",368,Maruti,HatchBack,Pen,0,Credit Card,"642,069",5,In Direct
